name,planet_type,detection_method,discovery_year,year_class,mass_jup,rayon_jup,orbital_radius,orbital_period,eccentricity,distance,luminosité
GJ 3929 c,Neptune-like,Radial Velocity,2022,After 2020,0.0179865,0.201,0.081,0.04106776,0.0,52.0,12.675
GJ 393 b,Super Earth,Radial Velocity,2021,After 2020,0.0053865,0.104364,0.05402,0.019164955,0.0,23.0,9.65
GJ 3942 b,Neptune-like,Radial Velocity,2017,2010–2020,0.022491,0.229,0.0608,0.01889117,0.12,55.0,10.166
GJ 3998 b,Super Earth,Radial Velocity,2016,2010–2020,0.007780500000000001,0.123096,0.029,0.007118412,0.0,59.0,10.844
GJ 3998 c,Neptune-like,Radial Velocity,2016,2010–2020,0.019719,0.212,0.089,0.037508555,0.05,59.0,10.844
GJ 411 b,Super Earth,Radial Velocity,2019,2010–2020,0.0084735,0.12934,0.07879,0.035318274,0.06,19.0,7.49
GJ 414 A b,Neptune-like,Radial Velocity,2021,After 2020,0.02394,0.235,0.2324,0.13908282,0.45,39.0,8.31
GJ 414 A c,Gas Giant,Radial Velocity,2021,After 2020,0.16937,0.749,1.4,2.1,0.11,39.0,8.31
GJ 422 b,Neptune-like,Radial Velocity,2014,2010–2020,0.0348705,0.297,0.111,0.0550308,0.11,41.0,11.66
GJ 4276 b,Neptune-like,Radial Velocity,2019,2010–2020,0.0521955,0.377,0.082,0.0366872,0.37,70.0,12.903
GJ 433 b,Neptune-like,Radial Velocity,2011,2010–2020,0.01903545,0.208,0.062,0.020260096,0.04,30.0,9.81
GJ 433 c,Neptune-like,Radial Velocity,2014,2010–2020,0.10212929999999999,0.56,4.819,14.0,0.12,30.0,9.81
GJ 433 d,Neptune-like,Radial Velocity,2020,2010–2020,0.01645245,0.190888,0.178,0.09883641,0.07,30.0,9.81
GJ 436 b,Neptune-like,Radial Velocity,2004,Before 2010,0.06961500000000001,0.372,0.0291,0.007118412,0.14,32.0,10.67
GJ 480 b,Neptune-like,Radial Velocity,2020,2010–2020,0.04158,0.33,0.068,0.026283368,0.1,46.0,11.49
GJ 486 b,Super Earth,Radial Velocity,2021,After 2020,0.008883,0.116406,0.01734,0.0041067763,0.05,26.0,11.39
GJ 504 b,Gas Giant,Direct Imaging,2013,2010–2020,4.0,1.16,43.5,259.9,0.0,57.0,5.18799
GJ 514 b,Neptune-like,Radial Velocity,2022,After 2020,0.016380000000000002,0.189996,0.422,0.38439423,0.45,25.0,09.05
GJ 536 b,Neptune-like,Radial Velocity,2016,2010–2020,0.016884,0.19356399999999999,0.06661,0.023819301,0.08,34.0,9.71
GJ 581 b,Neptune-like,Radial Velocity,2005,Before 2010,0.04977,0.366,0.04061,0.014784395,0.0,21.0,10.57
GJ 581 c,Neptune-like,Radial Velocity,2007,Before 2010,0.017325,0.197132,0.0721,0.035318274,0.0,21.0,10.57
GJ 581 e,Super Earth,Radial Velocity,2009,Before 2010,0.0053549999999999995,0.104364,0.02815,0.008487337,0.0,21.0,10.57
GJ 625 b,Super Earth,Radial Velocity,2017,2010–2020,0.008883,0.132908,0.078361,0.039972622,0.13,21.0,10.066
GJ 649 b,Gas Giant,Radial Velocity,2009,Before 2010,0.328,1.11,1.135,1.6,0.3,34.0,9.7
GJ 667 C b,Neptune-like,Radial Velocity,2011,2010–2020,0.01764,0.198916,0.0505,0.019712524,0.13,24.0,10.602
GJ 667 C c,Super Earth,Radial Velocity,2011,2010–2020,0.01197,0.157884,0.125,0.07693361,0.02,24.0,10.602
GJ 667 C e,Super Earth,Radial Velocity,2013,2010–2020,0.008505,0.12934,0.213,0.17029431,0.02,24.0,10.602
GJ 667 C f,Super Earth,Radial Velocity,2013,2010–2020,0.008505,0.12934,0.156,0.10677618,0.03,24.0,10.602
GJ 667 C g,Super Earth,Radial Velocity,2013,2010–2020,0.01449,0.177508,0.549,0.7014374,0.08,24.0,10.602
GJ 674 b,Neptune-like,Radial Velocity,2007,Before 2010,0.0349335,0.297,0.039,0.012867898,0.2,15.0,9.38
GJ 676 A b,Gas Giant,Radial Velocity,2010,2010–2020,5.77988,1.14,1.734535,2.9,0.32,52.0,9.58
GJ 676 A c,Gas Giant,Radial Velocity,2016,2010–2020,13.4381,1.1,9.67808,38.1,0.3,52.0,9.58
GJ 676 A d,Super Earth,Radial Velocity,2012,2010–2020,0.011964708,0.157884,0.039322,0.009856262,0.19,52.0,9.58
GJ 676 A e,Neptune-like,Radial Velocity,2012,2010–2020,0.0210787605,0.221,0.180707,0.0971937,0.15,52.0,9.58
GJ 680 b,Gas Giant,Radial Velocity,2022,After 2020,24.43125,01.07,10.121898,47.3,0.38,32.0,10.129
GJ 682 b,Super Earth,Radial Velocity,2014,2010–2020,0.01386,0.172156,0.08,0.04791239,0.08,16.0,10.94
GJ 682 c,Neptune-like,Radial Velocity,2014,2010–2020,0.027405,0.258,0.176,0.15687884,0.1,16.0,10.94
GJ 685 b,Neptune-like,Radial Velocity,2019,2010–2020,0.02835,0.263,0.1344,0.066255994,0.0,47.0,9.98
GJ 687 b,Neptune-like,Radial Velocity,2014,2010–2020,0.05418,0.385,0.163,0.104312114,0.17,15.0,9.15
GJ 687 c,Neptune-like,Radial Velocity,2020,2010–2020,0.0504,0.369,1.165,2.0,0.4,15.0,9.15
GJ 720 A b,Neptune-like,Radial Velocity,2021,After 2020,0.042966000000000004,0.336,0.119,0.05338809,0.12,51.0,9.84
GJ 740 b,Super Earth,Radial Velocity,2021,After 2020,0.009324,0.13647600000000001,0.029,0.006570842,0.24,36.0,9.22
GJ 832 b,Gas Giant,Radial Velocity,2008,Before 2010,0.68,1.25,3.56,10.0,0.08,16.0,8.66
GJ 849 b,Gas Giant,Radial Velocity,2006,Before 2010,0.9,1.24,2.409,5.2,0.04,29.0,10.41
GJ 849 c,Gas Giant,Radial Velocity,2014,2010–2020,0.702,1.25,4.974,19.4,0.1,29.0,10.41
GJ 86 b,Gas Giant,Radial Velocity,1999,Before 2010,4.42,1.15,0.11,0.04325804,0.04,35.0,6.12
GJ 876 b,Gas Giant,Radial Velocity,1998,Before 2010,2.2756,1.19,0.208317,0.16728269,0.03,15.0,10.16
GJ 876 c,Gas Giant,Radial Velocity,2000,Before 2010,0.7142,1.25,0.12959,0.08240931,0.26,15.0,10.16
GJ 876 d,Neptune-like,Radial Velocity,2005,Before 2010,0.0215145,0.224,0.020807,0.005201916,0.21,15.0,10.16
GJ 876 e,Neptune-like,Radial Velocity,2010,2010–2020,0.045989999999999996,0.35,0.3343,0.34031487,0.06,15.0,10.16
GJ 887 b,Super Earth,Radial Velocity,2020,2010–2020,0.01323,0.16769599999999998,0.068,0.025462013,0.0,11.0,7.56
GJ 887 c,Neptune-like,Radial Velocity,2020,2010–2020,0.02394,0.238,0.12,0.059685145,0.0,11.0,7.56
GJ 896 A b,Gas Giant,Astrometry,2022,After 2020,2.26,1.19,0.63965,0.77864474,0.35,20.0,10.05
GJ 9066 c,Gas Giant,Radial Velocity,2020,2010–2020,0.21,0.856,0.88,2.1,0.46,15.0,12.71
GJ 9689 b,Neptune-like,Radial Velocity,2020,2010–2020,0.0303975,0.274,0.1139,0.050102666,0.29,100.0,11.297
GJ 96 b,Neptune-like,Radial Velocity,2018,2010–2020,0.061929,0.417,0.291,0.20232718,0.44,39.0,9.4
GJ 9714 b,Gas Giant,Radial Velocity,2022,After 2020,9.60029,1.11,12.341073,52.7,0.16,67.0,9.37
GJ 9827 b,Super Earth,Transit,2017,2010–2020,0.015466500000000001,0.1406684,0.0188,0.003285421,0.0,97.0,10.37
GJ 9827 c,Super Earth,Transit,2017,2010–2020,0.002646,0.11069720000000001,0.03925,0.009856262,0.0,97.0,10.37
GJ 9827 d,Neptune-like,Transit,2017,2010–2020,0.012726,0.18036239999999998,0.05591,0.016974675,0.0,97.0,10.37
Gl 378 b,Neptune-like,Radial Velocity,2019,2010–2020,0.041013,0.327,0.039435,0.010403832,0.11,49.0,10.03
Gl 49 b,Neptune-like,Radial Velocity,2019,2010–2020,0.0177345,0.2,0.0905,0.038056124,0.36,32.0,9.56
Gl 686 b,Neptune-like,Radial Velocity,2018,2010–2020,0.020865599999999998,0.22,0.091,0.042436685,0.05,27.0,9.62
GPX-1 b,Gas Giant,Transit,2021,After 2020,19.7,1.47,0.0338,0.0046543465,0.0,2137.0,12.316
GQ Lupi b,Gas Giant,Direct Imaging,2004,Before 2010,20.0,3.0,100.0,1195.9,0.0,493.0,11.593
GSC 06214-00210 b,Gas Giant,Direct Imaging,2010,2010–2020,16.0,1.8,320.0,6037.4,0.0,354.0,12.416
GU Piscium b,Gas Giant,Direct Imaging,2014,2010–2020,11.3,1.265,2000.0,155788.8,0.0,155.0,14.146
HAT-P-11 b,Neptune-like,Transit,2008,Before 2010,0.084097818,0.389,0.05254,0.013415469,0.22,123.0,9.46
HAT-P-11 c,Gas Giant,Radial Velocity,2018,2010–2020,2.3,1.19,4.13,9.3,0.6,123.0,9.46
HAT-P-12 b,Gas Giant,Transit,2009,Before 2010,0.211,0.959,0.0384,0.008761123,0.0,466.0,12.665
HAT-P-13 b,Gas Giant,Transit,2009,Before 2010,0.851,1.272,0.04383,0.007939767,0.01,805.0,10.421
HAT-P-13 c,Gas Giant,Radial Velocity,2009,Before 2010,14.28,1.1,1.258,1.2219027,0.66,805.0,10.421
HAT-P-14 b,Gas Giant,Transit,2010,2010–2020,3.44,1.42,0.0596,0.012594113,0.11,726.0,9.988
HAT-P-15 b,Gas Giant,Transit,2010,2010–2020,1.94,01.06,0.0965,0.029842572,0.19,628.0,12.41
HAT-P-16 b,Gas Giant,Transit,2010,2010–2020,4.193,1.289,0.0413,0.007665982,0.04,739.0,10.911
HAT-P-17 b,Gas Giant,Transit,2010,2010–2020,0.58,01.05,0.0882,0.028199865,0.35,301.0,10.375
HAT-P-17 c,Gas Giant,Radial Velocity,2010,2010–2020,3.4,1.17,5.6,15.3,0.39,301.0,10.375
HAT-P-18 b,Gas Giant,Transit,2010,2010–2020,0.197,0.995,0.0559,0.015058179,0.08,526.0,12.597
HAT-P-19 b,Gas Giant,Transit,2010,2010–2020,0.292,1.132,0.0466,0.0109514035,0.07,659.0,12.826
HAT-P-1 b,Gas Giant,Transit,2006,Before 2010,0.525,1.319,0.05561,0.0123203285,0.0,519.0,9.827
HAT-P-20 b,Gas Giant,Transit,2010,2010–2020,7.246,0.867,0.0361,0.007939767,0.02,232.0,11.231
HAT-P-21 b,Gas Giant,Transit,2010,2010–2020,4.87,1.11,0.0494,0.011225188,0.23,904.0,11.459
HAT-P-22 b,Gas Giant,Transit,2010,2010–2020,2.47,1.15,0.0414,0.008761123,0.02,267.0,9.763
HAT-P-23 b,Gas Giant,Transit,2010,2010–2020,1.34,01.09,0.0232,0.003285421,0.11,1190.0,11.937
HAT-P-24 b,Gas Giant,Transit,2010,2010–2020,0.75,1.3,0.04651,0.009308693,0.07,1355.0,11.762
HAT-P-25 b,Gas Giant,Transit,2010,2010–2020,0.569,1.135,0.0466,0.010130048,0.02,980.0,13.146
HAT-P-26 b,Neptune-like,Transit,2010,2010–2020,0.070081515,0.63,0.0479,0.011498973,0.12,463.0,11.757
HAT-P-27 b,Gas Giant,Transit,2011,2010–2020,0.62,01.02,0.04,0.008213553,0.0,650.0,12.052
HAT-P-28 b,Gas Giant,Transit,2011,2010–2020,0.626,1.212,0.0434,0.009034907,0.05,1309.0,13.098
HAT-P-29 b,Gas Giant,Transit,2011,2010–2020,0.88,1.17,0.0667,0.015605749,0.09,1023.0,11.825
HAT-P-2 b,Gas Giant,Transit,2007,Before 2010,8.7,0.951,0.06814,0.015331964,0.52,417.0,8.72
HAT-P-30 b,Gas Giant,Transit,2011,2010–2020,0.83,1.44,0.0419,0.007665982,0.04,698.0,10.352
HAT-P-31 b,Gas Giant,Transit,2011,2010–2020,2.27,01.09,0.061,0.0136892535,0.25,1122.0,11.667
HAT-P-32 b,Gas Giant,Transit,2011,2010–2020,0.68,1.98,0.03397,0.006023272,0.16,943.0,11.439
HAT-P-33 b,Gas Giant,Transit,2011,2010–2020,0.92,1.85,0.04995,0.009582478,0.0,1292.0,11.032
HAT-P-34 b,Gas Giant,Transit,2011,2010–2020,3.33,1.197,0.06774,0.015058179,0.43,813.0,10.403
HAT-P-35 b,Gas Giant,Transit,2011,2010–2020,1.056,1.332,0.04978,0.009856262,0.02,1654.0,12.389
HAT-P-36 b,Gas Giant,Transit,2011,2010–2020,1.8482,1.277,0.0241,0.003559206,0.06,960.0,12.146
HAT-P-37 b,Gas Giant,Transit,2011,2010–2020,1.169,1.178,0.0379,0.007665982,0.06,1274.0,13.427
HAT-P-38 b,Gas Giant,Transit,2012,2010–2020,0.267,0.825,0.0523,0.012594113,0.07,832.0,12.525
HAT-P-39 b,Gas Giant,Transit,2012,2010–2020,0.599,1.571,0.0509,0.009582478,0.0,2274.0,12.282
HAT-P-3 b,Gas Giant,Transit,2007,Before 2010,0.65,0.94,0.03866,0.007939767,0.0,439.0,11.856
HAT-P-40 b,Gas Giant,Transit,2012,2010–2020,0.48,1.52,0.0608,0.0123203285,0.0,1515.0,11.34
HAT-P-41 b,Gas Giant,Transit,2012,2010–2020,1.19,02.05,0.04258,0.0073921974,0.0,1136.0,11.365
HAT-P-42 b,Gas Giant,Transit,2012,2010–2020,1.044,1.28,0.0575,0.012594113,0.0,1322.0,12.125
HAT-P-43 b,Gas Giant,Transit,2012,2010–2020,0.662,1.216,0.0444,0.009034907,0.21,1725.0,13.279
HAT-P-44 b,Gas Giant,Transit,2014,2010–2020,0.352,1.242,0.0507,0.011772759,0.04,1135.0,13.225
HAT-P-44 c,Gas Giant,Radial Velocity,2014,2010–2020,4.0,1.16,1.752,2.4,0.49,1135.0,13.225
HAT-P-45 b,Gas Giant,Transit,2014,2010–2020,0.892,1.426,0.0452,0.008487337,0.05,974.0,12.783
HAT-P-46 b,Gas Giant,Transit,2014,2010–2020,0.493,1.284,0.0577,0.0123203285,0.12,948.0,11.997
HAT-P-49 b,Gas Giant,Transit,2014,2010–2020,2.2,1.59,0.04378,0.0073921974,0.0,1143.0,10.205
HAT-P-4 b,Gas Giant,Transit,2007,Before 2010,0.671,1.274,0.04438,0.008487337,0.0,1045.0,11.118
HAT-P-50 b,Gas Giant,Transit,2015,2010–2020,1.35,1.288,0.0453,0.008487337,0.115,1681.0,11.703
HAT-P-51 b,Gas Giant,Transit,2015,2010–2020,0.309,1.293,0.05069,0.011498973,0.123,1436.0,13.51
HAT-P-52 b,Gas Giant,Transit,2015,2010–2020,0.818,1.009,0.03694,0.007665982,0.047,1178.0,14.107
HAT-P-53 b,Gas Giant,Transit,2015,2010–2020,1.484,1.318,0.03159,0.0054757018,0.134,2175.0,13.78
HAT-P-54 b,Gas Giant,Transit,2015,2010–2020,0.76,0.944,0.04117,0.010403832,0.074,469.0,13.398
HAT-P-55 b,Gas Giant,Transit,2015,2010–2020,0.582,1.182,0.04604,0.009856262,0.139,1668.0,13.197
HAT-P-56 b,Gas Giant,Transit,2015,2010–2020,2.31,1.51,0.0423,0.007665982,0.29,1046.0,10.92
HAT-P-57 b,Gas Giant,Transit,2015,2010–2020,1.41,1.74,0.0406,0.0068446267,0.0,913.0,10.639
HAT-P-58 b,Gas Giant,Transit,2021,After 2020,0.372,1.332,0.04994,0.0109514035,0.073,1682.0,12.925
HAT-P-59 b,Gas Giant,Transit,2021,After 2020,1.54,1.123,0.05064,0.011225188,0.03,866.0,11.64
HAT-P-5 b,Gas Giant,Transit,2007,Before 2010,0.98,1.21,0.04073,0.007665982,0.0,989.0,11.954
HAT-P-60 b,Gas Giant,Transit,2021,After 2020,0.574,1.631,0.06277,0.013141684,0.25,761.0,9.727
HAT-P-61 b,Gas Giant,Transit,2021,After 2020,1.057,0.899,0.0301,0.005201916,0.113,1105.0,13.096
HAT-P-62 b,Gas Giant,Transit,2021,After 2020,0.761,1.073,0.03772,0.007118412,0.101,1138.0,12.539
HAT-P-63 b,Gas Giant,Transit,2021,After 2020,0.614,1.119,0.04294,0.009308693,0.069,14624.0,20.1544
HAT-P-64 b,Gas Giant,Transit,2021,After 2020,0.58,1.703,0.05387,0.0109514035,0.101,2126.0,12.855
HAT-P-65 b,Gas Giant,Transit,2016,2010–2020,0.527,1.89,0.03951,0.007118412,0.304,2409.0,13.121
HAT-P-66 b,Gas Giant,Transit,2016,2010–2020,0.783,1.59,0.04363,0.008213553,0.09,3051.0,13.014
HAT-P-67 b,Gas Giant,Transit,2017,2010–2020,0.34,2.085,0.06505,0.013141684,0.0,1212.0,10.106
HAT-P-68 b,Gas Giant,Transit,2020,2010–2020,0.724,1.072,0.02996,0.0062970566,0.041,659.0,13.802
HAT-P-69 b,Gas Giant,Transit,2019,2010–2020,3.58,1.676,0.06555,0.013141684,0.0,1113.0,9.774
HAT-P-6 b,Gas Giant,Transit,2007,Before 2010,1.32,1.48,0.05239,0.010677618,0.0,898.0,10.469
HAT-P-70 b,Gas Giant,Transit,2019,2010–2020,6.78,1.87,0.04739,0.0073921974,0.0,1079.0,9.47
HAT-P-7 b,Gas Giant,Transit,2008,Before 2010,1.84,1.51,0.03676,0.006023272,0.0,1113.0,10.481
HAT-P-8 b,Gas Giant,Transit,2008,Before 2010,1.28,1.4,0.04496,0.008487337,0.0,690.0,10.358
HAT-P-9 b,Gas Giant,Transit,2008,Before 2010,0.749,1.393,0.05287,0.010677618,0.08,1485.0,12.344
HATS-10 b,Gas Giant,Transit,2015,2010–2020,0.526,0.969,0.04491,0.009034907,0.501,1745.0,13.202
HATS-11 b,Gas Giant,Transit,2016,2010–2020,0.83,1.609,0.0507,0.009856262,0.34,3081.0,14.06
HATS-12 b,Gas Giant,Transit,2016,2010–2020,2.39,0.692,0.0441,0.008487337,0.085,2434.0,12.831
HATS-13 b,Gas Giant,Transit,2015,2010–2020,0.543,1.212,0.04057,0.008213553,0.181,1376.0,13.911
HATS-14 b,Gas Giant,Transit,2015,2010–2020,1.071,1.039,0.03815,0.007665982,0.142,1673.0,14.052
HATS-15 b,Gas Giant,Transit,2016,2010–2020,2.17,1.105,0.02712,0.0046543465,0.126,3717.0,14.909
HATS-16 b,Gas Giant,Transit,2016,2010–2020,3.27,1.3,0.03744,0.0073921974,0.0,2469.0,13.957
HATS-17 b,Gas Giant,Transit,2016,2010–2020,1.338,0.777,0.1308,0.044626966,0.03,1306.0,12.402
HATS-18 b,Gas Giant,Transit,2016,2010–2020,1.9795,1.329,0.0174,0.0021902807,0.17,2037.0,14.188
HATS-1 b,Gas Giant,Transit,2012,2010–2020,1.855,1.302,0.0444,0.009308693,0.12,926.0,12.155
HATS-22 b,Gas Giant,Transit,2017,2010–2020,2.74,0.953,0.05025,0.012867898,0.08,749.0,13.397
HATS-23 b,Gas Giant,Transit,2017,2010–2020,1.47,1.86,0.03397,0.006023272,0.114,2084.0,13.84
HATS-24 b,Gas Giant,Transit,2017,2010–2020,2.26,1.395,0.0238,0.003559206,0.0,1612.0,12.915
HATS-25 b,Gas Giant,Transit,2016,2010–2020,0.613,1.26,0.05163,0.011772759,0.176,1537.0,13.172
HATS-26 b,Gas Giant,Transit,2016,2010–2020,0.65,1.75,0.04735,0.009034907,0.245,2811.0,13.006
HATS-27 b,Gas Giant,Transit,2016,2010–2020,0.53,1.5,0.0611,0.012594113,0.581,2665.0,12.782
HATS-28 b,Gas Giant,Transit,2016,2010–2020,0.672,1.194,0.04131,0.008761123,0.202,1746.0,13.981
HATS-29 b,Gas Giant,Transit,2016,2010–2020,0.653,1.251,0.05475,0.012594113,0.158,1154.0,12.62
HATS-2 b,Gas Giant,Transit,2013,2010–2020,1.345,1.168,0.023,0.003832991,0.0,1115.0,13.565
HATS-30 b,Gas Giant,Transit,2016,2010–2020,0.706,1.175,0.04354,0.008761123,0.096,1116.0,12.283
HATS-31 b,Gas Giant,Transit,2016,2010–2020,0.88,1.64,0.0478,0.009308693,0.233,2525.0,13.315
HATS-32 b,Gas Giant,Transit,2016,2010–2020,0.92,1.249,0.04024,0.007665982,0.471,2431.0,14.386
HATS-33 b,Gas Giant,Transit,2016,2010–2020,1.192,1.23,0.03727,0.0068446267,0.08,810.0,11.91
HATS-34 b,Gas Giant,Transit,2016,2010–2020,0.941,1.43,0.03166,0.0057494864,0.108,1660.0,13.857
HATS-35 b,Gas Giant,Transit,2016,2010–2020,1.222,1.464,0.03199,0.004928131,0.306,1678.0,12.609
HATS-36 b,Gas Giant,Transit,2018,2010–2020,3.216,1.153,0.0523,0.011498973,0.11,2794.0,14.364
HATS-37 A b,Neptune-like,Transit,2020,2010–2020,0.0991152855,0.606,0.04913,0.011772759,0.0,691.0,12.341
HATS-38 b,Neptune-like,Transit,2020,2010–2020,0.074086173,0.614,0.05036,0.012046544,0.0,1121.0,11.967
HATS-39 b,Gas Giant,Transit,2018,2010–2020,0.63,1.57,0.06007,0.012594113,0.275,2866.0,12.745
HATS-3 b,Gas Giant,Transit,2013,2010–2020,1.071,1.381,0.0485,0.009582478,0.0,1341.0,12.433
HATS-40 b,Gas Giant,Transit,2018,2010–2020,1.59,1.58,0.04997,0.009034907,0.312,4379.0,13.478
HATS-41 b,Gas Giant,Transit,2018,2010–2020,9.7,1.33,0.0583,0.011498973,0.38,2406.0,12.678
HATS-42 b,Gas Giant,Transit,2018,2010–2020,1.88,1.4,0.03689,0.0062970566,0.229,2611.0,13.682
HATS-43 b,Gas Giant,Transit,2018,2010–2020,0.261,1.18,0.04944,0.012046544,0.17,1182.0,13.562
HATS-44 b,Gas Giant,Transit,2018,2010–2020,0.56,1.067,0.03649,0.0073921974,0.279,1455.0,14.397
HATS-45 b,Gas Giant,Transit,2018,2010–2020,0.7,1.286,0.05511,0.011498973,0.24,2519.0,13.325
HATS-46 b,Gas Giant,Transit,2018,2010–2020,0.173,0.903,0.05367,0.012867898,0.559,1480.0,13.783
HATS-47 b,Gas Giant,Transit,2020,2010–2020,0.369,1.117,0.04269,0.010677618,0.088,981.0,14.602
HATS-48 A b,Gas Giant,Transit,2020,2010–2020,0.243,0.8,0.03769,0.008487337,0.162,860.0,14.226
HATS-49 b,Gas Giant,Transit,2020,2010–2020,0.353,0.765,0.04515,0.011225188,0.071,1058.0,14.988
HATS-4 b,Gas Giant,Transit,2014,2010–2020,1.323,01.02,0.0362,0.0068446267,0.01,1358.0,13.516
HATS-50 b,Gas Giant,Transit,2017,2010–2020,0.39,1.13,0.05046,0.010403832,0.516,2468.0,14.045
HATS-51 b,Gas Giant,Transit,2017,2010–2020,0.768,1.41,0.04639,0.009034907,0.33,1271.0,12.525
HATS-52 b,Gas Giant,Transit,2017,2010–2020,2.24,1.382,0.02498,0.003832991,0.246,1811.0,13.844
HATS-53 b,Gas Giant,Transit,2017,2010–2020,0.595,1.34,0.04753,0.010677618,0.33,1911.0,13.944
HATS-54 b,Gas Giant,Transit,2019,2010–2020,0.753,1.015,0.037,0.0068446267,0.0,2442.0,13.937
HATS-55 b,Gas Giant,Transit,2019,2010–2020,0.921,1.251,0.05412,0.011498973,0.092,1989.0,13.525
HATS-56 b,Gas Giant,Transit,2019,2010–2020,0.602,1.688,0.06043,0.011772759,0.019,1841.0,11.477
HATS-57 b,Gas Giant,Transit,2019,2010–2020,3.147,1.139,0.03493,0.006570842,0.028,912.0,12.333
HATS-58 A b,Gas Giant,Transit,2019,2010–2020,01.03,1.095,0.05798,0.011498973,0.168,1317.0,11.572
HATS-59 b,Gas Giant,Transit,2018,2010–2020,0.806,1.126,0.06112,0.014784395,0.13,2097.0,14.033
HATS-59 c,Gas Giant,Radial Velocity,2018,2010–2020,12.7,1.1,2.504,3.9,0.083,2097.0,14.033
HATS-5 b,Gas Giant,Transit,2014,2010–2020,0.237,0.912,0.0542,0.013141684,0.02,804.0,12.598
HATS-60 b,Gas Giant,Transit,2018,2010–2020,0.662,1.153,0.04708,0.009856262,0.19,1587.0,12.662
HATS-61 b,Gas Giant,Transit,2018,2010–2020,3.4,1.195,0.07908,0.021355236,0.09,2217.0,13.352
HATS-62 b,Gas Giant,Transit,2018,2010–2020,0.179,1.055,0.04163,0.009034907,0.3,1706.0,14.171
HATS-63 b,Gas Giant,Transit,2018,2010–2020,0.96,1.207,0.04026,0.008487337,0.14,2033.0,13.992
HATS-64 b,Gas Giant,Transit,2018,2010–2020,0.96,1.679,0.06562,0.013415469,0.15,3523.0,13.045
HATS-65 b,Gas Giant,Transit,2018,2010–2020,0.821,1.501,0.04497,0.008487337,0.06,1609.0,12.679
HATS-66 b,Gas Giant,Transit,2018,2010–2020,5.33,1.411,0.04714,0.008487337,0.06,4821.0,14.283
HATS-67 b,Gas Giant,Transit,2018,2010–2020,1.45,1.685,0.03032,0.0043805614,0.06,3132.0,13.698
HATS-68 b,Gas Giant,Transit,2018,2010–2020,1.29,1.232,0.05071,0.009856262,0.04,1970.0,12.312
HATS-69 b,Gas Giant,Transit,2018,2010–2020,0.577,0.945,0.03211,0.006023272,0.52,1352.0,14.074
HATS-6 b,Gas Giant,Transit,2015,2010–2020,0.319,0.998,0.03623,0.009034907,0.0,552.0,15.044
HATS-70 b,Gas Giant,Transit,2019,2010–2020,12.9,1.384,0.03632,0.005201916,0.18,4759.0,12.227
HATS-71 b,Gas Giant,Transit,2020,2010–2020,0.37,1.024,0.03745,0.010403832,0.0,457.0,16.437
HATS-72 b,Gas Giant,Transit,2020,2010–2020,0.125546022,0.722,0.066517,0.019986311,0.013,416.0,12.324
HATS-74 A b,Gas Giant,Transit,2021,After 2020,1.46,1.032,0.02384,0.0046543465,0.044,977.0,17.26
HATS-75 b,Gas Giant,Transit,2021,After 2020,0.491,0.884,0.032742,0.007665982,0.064,636.0,15.689
HATS-76 b,Gas Giant,Transit,2021,After 2020,2.629,1.079,0.02658,0.005201916,0.062,1258.0,16.68
HATS-77 b,Gas Giant,Transit,2021,After 2020,1.374,1.165,0.03607,0.008487337,0.045,1423.0,16.195
HATS-7 b,Gas Giant,Transit,2015,2010–2020,0.12013974000000001,0.563,0.04012,0.008761123,0.17,785.0,13.347
HATS-8 b,Gas Giant,Transit,2015,2010–2020,0.138,0.873,0.04667,0.009856262,0.376,2592.0,14.512
HATS-9 b,Gas Giant,Transit,2015,2010–2020,0.837,1.236,0.0312,0.005201916,0.075,2083.0,13.256
HD 100546 b,Gas Giant,Direct Imaging,2014,2010–2020,752.0,6.9,53.0,249.2,0.0,358.0,6.69
HD 100655 b,Gas Giant,Radial Velocity,2011,2010–2020,1.61,1.21,0.68,0.4314853,0.09,447.0,6.4421
HD 100777 b,Gas Giant,Radial Velocity,2007,Before 2010,01.03,1.23,01.03,1.0505134,0.36,162.0,8.42
HD 10180 c,Neptune-like,Radial Velocity,2010,2010–2020,0.041264999999999996,0.328,0.06412,0.015879534,0.07,127.0,7.33
HD 10180 d,Neptune-like,Radial Velocity,2010,2010–2020,0.037012500000000004,0.308,0.12859,0.044900753,0.13,127.0,7.33
HD 10180 e,Neptune-like,Radial Velocity,2010,2010–2020,0.07906500000000001,0.481,0.2699,0.13607119,0.05,127.0,7.33
HD 10180 f,Neptune-like,Radial Velocity,2010,2010–2020,0.07528499999999999,0.468,0.4929,0.33593428,0.12,127.0,7.33
HD 10180 g,Neptune-like,Radial Velocity,2010,2010–2020,0.06741,0.438,1.427,1.7,0.26,127.0,7.33
HD 10180 h,Gas Giant,Radial Velocity,2010,2010–2020,0.203,0.838,3.381,6.0,0.1,127.0,7.33
HD 101930 b,Gas Giant,Radial Velocity,2005,Before 2010,0.25,0.949,0.3,0.19301848,0.11,98.0,8.21
HD 102117 b,Gas Giant,Radial Velocity,2005,Before 2010,0.17,0.756,0.15,0.056947295,0.12,129.0,7.47
HD 102195 b,Gas Giant,Radial Velocity,2006,Before 2010,0.41,1.27,0.05,0.011225188,0.0,96.0,08.07
